user_id,n_fake_sites,n_fact_sites,n_total_sites
770428302091624448,2,0,2
770441175903801344,2,2,4
770615165603553280,2,0,2
770677975176011776,2,0,2
770710825111814144,2,0,2
770721672617918464,2,0,2
770733822228955136,2,0,2
770795594252111872,2,0,2
770800063937261570,2,1,3
770817554243727364,2,1,3
770833823042932736,2,0,2
770963266151604224,2,1,3
771016020832256000,2,2,4
771056847126163457,2,0,2
771075259898351616,2,1,3
771090685671776256,2,1,3
771125486823084032,2,0,2
771126387927244800,2,0,2
771155008385449984,2,0,2
771167808503767041,2,1,3
771233880128880640,2,0,2
771327887916097536,2,0,2
771362410464587776,2,0,2
771410409572139008,2,0,2
771442636137848836,2,0,2
771472487091671040,2,0,2
771529979846766592,2,0,2
771702791668719616,2,1,3
771709025088049154,2,0,2
771716228272496641,2,1,3
771718507537035265,2,0,2
771745883016794112,2,2,4
771750479202099200,2,0,2
771777988014866432,2,1,3
771867996985946112,2,1,3
771870741734182912,2,0,2
771902614694928384,2,0,2
772085148028329986,2,1,3
772174020162654208,2,0,2
772238136894193665,2,0,2
772305114518343680,2,1,3
772317077629640704,2,0,2
772359604516728832,2,0,2
772373105201340416,2,0,2
772538587221032960,2,0,2
772580220326916098,2,0,2
772688809679093760,2,0,2
772728282450108416,2,0,2
772772859580026882,2,0,2
772775652277817344,2,0,2
772787634703831042,2,0,2
772884985489395712,2,3,5
772898139997175808,2,2,4
772910889469108224,2,1,3
772918092020060160,2,0,2
773032094809329664,2,0,2
773120930403024896,2,0,2
773125693102256128,2,0,2
773224974320410624,2,0,2
773234038115106816,2,0,2
773234372648599553,2,3,5
773265237982064640,2,0,2
773310770587197440,2,0,2
773313477800759296,2,0,2
773318638321430528,2,0,2
773357135971356672,2,1,3
773368959785512960,2,0,2
773374655910453248,2,0,2
773520163396325377,2,0,2
773592788097196032,2,0,2
773618323762384896,2,0,2
773622069091336193,2,1,3
773649739992686596,2,3,5
773656709067923456,2,0,2
773681774199275520,2,0,2
773685190002704385,2,1,3
773723639996878848,2,0,2
773792075586363392,2,1,3
773944355409330176,2,0,2
773969607849902080,2,0,2
773992705437364224,2,0,2
774017687408218112,2,0,2
774025469847101440,2,0,2
774074669230071809,2,0,2
774099479716765698,2,0,2
774104327984001024,2,1,3
774136758418104320,2,0,2
774174227209400325,2,1,3
774224733072220161,2,0,2
774236597088841728,2,0,2
774343912907497472,2,0,2
774439473677336576,2,1,3
774556408075341829,2,0,2
774590354133774336,2,0,2
774622114729041920,2,1,3
774633717016977408,2,2,4
774639942953799680,2,0,2
774670063727017984,2,0,2
774696126171582465,2,0,2
774711008652849152,2,0,2
774759598699876352,2,0,2
774762127714201601,2,3,5
774784558126424065,2,0,2
774822082731315200,2,0,2
774841352047632386,2,0,2
774922557002772480,2,0,2
775004450343817218,2,0,2
775020183731703808,2,0,2
775113163931054080,2,0,2
775115394331869184,2,0,2
775136569510375424,2,2,4
775147720055017473,2,0,2
775155856677765121,2,1,3
775224322038329344,2,0,2
775286842383933440,2,0,2
775298097966702593,2,1,3
775403438834327556,2,1,3
775408517469630465,2,1,3
775439549354876928,2,0,2
775534144050823169,2,1,3
775538698540548096,2,0,2
775638146591526912,2,1,3
775679266570768385,2,1,3
775695363109949440,2,0,2
775712920571408384,2,1,3
775722694008451073,2,0,2
775729349492215812,2,0,2
775772942546403328,2,0,2
775817466983227393,2,1,3
775863638506733568,2,0,2
775980230519427072,2,0,2
776053234448207872,2,2,4
776080266498482176,2,2,4
776112384310071296,2,2,4
776206082083467264,2,0,2
776268522225741824,2,4,6
776278236149981184,2,0,2
776508632263385088,2,2,4
776510855634530304,2,0,2
776550858578198528,2,2,4
776556980374765568,2,0,2
776560861867573248,2,2,4
776573144278728704,2,0,2
776605869987409921,2,0,2
776798553784156160,2,1,3
776808204290228225,2,1,3
776858806361788416,2,2,4
776917379414683649,2,1,3
776920338026340352,2,0,2
776920811848470528,2,0,2
777007118520053760,2,0,2
777021881807310849,2,1,3
777154457603829760,2,3,5
777158520194072576,2,0,2
777177461905825792,2,0,2
777203976269856768,2,0,2
777266308480139264,2,0,2
777284745122181120,2,0,2
777297611032178688,2,0,2
777304263940714496,2,0,2
777305844589420544,2,2,4
777343127598366720,2,2,4
777367161132253184,2,1,3
777383690368417792,2,0,2
777540763924267010,2,0,2
777549425396690945,2,0,2
777550083386646529,2,2,4
777565985406451712,2,0,2
777582502697373696,2,0,2
777591877516296192,2,0,2
777671141452238848,2,1,3
777703938019569668,2,0,2
777722314532290560,2,0,2
777883544924352512,2,1,3
777927463385100292,2,1,3
777970148636520448,2,0,2
777970898976575488,2,2,4
777983613602304001,2,0,2
777985007143051264,2,0,2
778011397015871488,2,2,4
778063703467896833,2,0,2
778064456009912320,2,1,3
778093556259061760,2,0,2
778225132368195584,2,0,2
778269416240930825,2,0,2
778295809221627904,2,0,2
778377952081870848,2,1,3
778378792641236992,2,0,2
778386953846816769,2,0,2
778390289752784897,2,1,3
778393835722383360,2,0,2
778396059873796096,2,0,2
778446542357172224,2,2,4
778556503057797120,2,0,2
778558057819365376,2,0,2
778624064101421056,2,0,2
778624751451373568,2,0,2
778697019300851712,2,0,2
778745689920540676,2,1,3
778796621920362496,2,0,2
778812031256240128,2,0,2
778937164860186624,2,0,2
778953711754162176,2,3,5
778958381230936064,2,0,2
778987282078498818,2,0,2
778997275045625856,2,0,2
779017766934372352,2,0,2
779024986220527616,2,0,2
779052911024308224,2,0,2
779080734111830016,2,0,2
779081886408728576,2,0,2
779160240474451969,2,0,2
779224811834703872,2,1,3
779281781199556608,2,0,2
779293955867418624,2,0,2
779334883399172096,2,2,4
779336029773918208,2,0,2
779357628250152960,2,0,2
779688318703284224,2,1,3
779719201162424320,2,0,2
779857218531307520,2,1,3
779858861792587776,2,2,4
779889853806759936,2,1,3
779890695695896576,2,0,2
779974886085136384,2,0,2
780034189454434304,2,0,2
780178176806760448,2,1,3
780201982829092865,2,1,3
780231318764388352,2,1,3
780380752248725504,2,0,2
780443094210715648,2,0,2
780494406667427840,2,0,2
780511822159884288,2,0,2
780521608515420160,2,2,4
780541841980530688,2,0,2
780558797500579841,2,3,5
780570101200277504,2,0,2
780580428323229698,2,3,5
780582083257180160,2,1,3
780584760531750913,2,1,3
780593867783409664,2,0,2
780602350352293888,2,0,2
780605917335134209,2,1,3
780619647787737088,2,0,2
780625531515437056,2,1,3
780763870340100096,2,0,2
780785387048284161,2,0,2
780788839220518912,2,0,2
780807602489794560,2,3,5
780826571560984576,2,0,2
780831685776580608,2,0,2
780875904499286016,2,0,2
780901125662896132,2,0,2
780918931494174720,2,2,4
780949417469865984,2,0,2
781133248894238721,2,0,2
781157432546308096,2,0,2
781215154340003840,2,0,2
781295880532000768,2,0,2
781305129807020033,2,0,2
781310402684739585,2,0,2
781334565990305792,2,0,2
781442645088436224,2,1,3
781512064393097216,2,0,2
781561628160438272,2,0,2
781561925469626369,2,0,2
781625342851059712,2,0,2
781648480917786624,2,1,3
781664012840865792,2,1,3
781685703209988096,2,0,2
781749158130704384,2,0,2
781788282724184064,2,0,2
781838167397642240,2,1,3
781855472991207424,2,1,3
781893869881397249,2,1,3
781894244915154944,2,1,3
781915888563859456,2,1,3
781933094345539584,2,2,4
781955843705143296,2,0,2
781962778441547776,2,0,2
781990124183838720,2,0,2
782007625441574912,2,1,3
782056326872522756,2,0,2
782085691408805888,2,0,2
782202723269767168,2,0,2
782278385812799488,2,0,2
782279402260267008,2,2,4
782291757262336000,2,0,2
782303939953733632,2,0,2
782329798756622336,2,1,3
782331319313240064,2,0,2
782331847711883264,2,1,3
782347556537901056,2,0,2
782389245793009669,2,1,3
782419913306673153,2,0,2
782586815861620736,2,0,2
782692772172083200,2,0,2
782711842678251521,2,0,2
782768087850418176,2,0,2
782770278426292224,2,0,2
782887460288147456,2,2,4
782907069011726336,2,0,2
783001562255859712,2,0,2
783021195008630784,2,0,2
783040259437101057,2,1,3
783047966089179141,2,0,2
783087067270041600,2,1,3
783114940164870144,2,0,2
783190619627880448,2,0,2
783234635241103360,2,2,4
783243011371180032,2,0,2
783286905559482369,2,0,2
783350449948635137,2,1,3
783365596360564736,2,1,3
783395715347197953,2,0,2
783405359654469632,2,0,2
783460176292478977,2,0,2
783485509066633217,2,0,2
783492623528972288,2,0,2
783514615678398464,2,0,2
783530054865285120,2,0,2
783563455529791488,2,0,2
783645736818839556,2,0,2
783660098568589312,2,0,2
783687611474993152,2,1,3
783696351645151232,2,2,4
783711020451782657,2,0,2
783742052026560512,2,0,2
783796249074003969,2,0,2
783982152077733889,2,1,3
784097151483731970,2,1,3
784101291144380416,2,0,2
784110317412446211,2,0,2
784137856713228288,2,0,2
784156112853602304,2,0,2
784275388704796672,2,1,3
784402760687124480,2,0,2
784428232703606786,2,0,2
784433729301164032,2,2,4
784449123282018304,2,0,2
784452615686021120,2,1,3
784464342225981444,2,0,2
784467315039481857,2,0,2
784471430524198912,2,3,5
784508590719590404,2,2,4
784525531278639105,2,0,2
784527815827918849,2,1,3
784533262714765313,2,1,3
784536953119178753,2,0,2
784539461296291840,2,1,3
784555723065786368,2,0,2
784561902672314368,2,0,2
784575252370190338,2,0,2
784603856399437824,2,0,2
784610597040193537,2,2,4
784611264391774208,2,0,2
784631291677437956,2,0,2
784694624275271680,2,1,3
784760839383359488,2,0,2
784770399162642432,2,0,2
784782649998970881,2,0,2
784789069976915973,2,0,2
784800990600040448,2,0,2
784801583859204096,2,1,3
784808665509457921,2,0,2
784814872009838592,2,0,2
784815159537573888,2,0,2
784818742203150337,2,0,2
784836293280698368,2,0,2
784870887505989632,2,0,2
784879647947362304,2,0,2
784909028602150912,2,1,3
784919182315958280,2,0,2
784964068792733697,2,0,2
784982977201733633,2,0,2
785002695216263168,2,0,2
785007397836247040,2,2,4
785085656573751296,2,0,2
785136491752226816,2,0,2
785150664238182400,2,1,3
785176227791253504,2,0,2
785180421831131136,2,0,2
785201784163803136,2,1,3
785207075265576960,2,2,4
785209073012736003,2,0,2
785216058483408896,2,0,2
785228481827254273,2,2,4
785232405212692480,2,0,2
785232943035850752,2,0,2
785287266826526721,2,2,4
785307386978328576,2,1,3
785310696191975424,2,0,2
785312205197541377,2,0,2
785313552231829505,2,2,4
785317941654978560,2,0,2
785318550466539521,2,1,3
785320332114599936,2,0,2
785323116163497988,2,0,2
785330939547320321,2,0,2
785348546459496448,2,0,2
785376259740139522,2,0,2
785376573126021120,2,2,4
785390177925537792,2,0,2
785455383737348097,2,0,2
785474567338921984,2,0,2
785487360075128832,2,0,2
785549741421568001,2,1,3
785571679745343493,2,0,2
785593287927148544,2,0,2
785594454505730048,2,1,3
785612837464834048,2,0,2
785657615623737344,2,0,2
785664394239684608,2,0,2
785667636474576896,2,0,2
785674458619056128,2,0,2
785705194025652224,2,0,2
785746886812499968,2,0,2
785768313276293120,2,0,2
785850938904969216,2,1,3
785863784732786689,2,2,4
785878756397314048,2,0,2
785898168110067713,2,0,2
785908821520584704,2,1,3
785934221139337216,2,0,2
785937946868318209,2,2,4
785938462222483456,2,1,3
785951986562715648,2,1,3
785962741919944704,2,1,3
785975129167704064,2,0,2
785999113728909313,2,0,2
786006118019444736,2,0,2
786143249303867392,2,0,2
786171249823129600,2,0,2
786184855407173632,2,0,2
786199867546894336,2,0,2
786203928966762496,2,0,2
786225503854170112,2,0,2
786226464542879745,2,0,2
786246698310008832,2,0,2
786263933212504064,2,0,2
786265679444008960,2,3,5
786305437624733696,2,0,2
786320407867432961,2,0,2
786323577175932928,2,1,3
786342078758293504,2,1,3
786352859063259136,2,0,2
786359290642722816,2,0,2
786368857149677568,2,1,3
786379286756196352,2,0,2
786393623151648768,2,0,2
786393960969187329,2,0,2
786413037766873088,2,0,2
786460844980703232,2,1,3
786483155012386816,2,2,4
786576360781119489,2,0,2
786596529796739072,2,0,2
786605489576476673,2,1,3
786611393092919297,2,1,3
786644626501427200,2,0,2
786696414491451392,2,0,2
786698524884893696,2,0,2
786706368002654208,2,0,2
786747578012401664,2,0,2
786785846892503040,2,0,2
786809257186385920,2,0,2
786897383321849856,2,2,4
786902322647486469,2,1,3
786908964701298688,2,0,2
786929909012627456,2,2,4
786947749879115776,2,1,3
786962201043173377,2,0,2
786976442366107648,2,1,3
786987056874479617,2,0,2
787011646539661320,2,1,3
787014198756831236,2,0,2
787041265611333632,2,0,2
787123178762108929,2,0,2
787123233506025472,2,1,3
787151146028789763,2,2,4
787158357236916224,2,3,5
787240838250262528,2,0,2
787314735083429889,2,1,3
787343990626496512,2,0,2
787395265393229824,2,1,3
787423878498885632,2,0,2
787425781584506881,2,0,2
787461311785476096,2,1,3
787468183762591744,2,2,4
787480673691074560,2,0,2
787571104546189312,2,0,2
787603717579124736,2,0,2
787657035831730176,2,0,2
787679304796733442,2,0,2
787724977285926912,2,3,5
787732601255579648,2,1,3
787742958351216640,2,1,3
787751973533708288,2,1,3
787782266902618113,2,0,2
787807715418451968,2,0,2
787828505476116480,2,0,2
787833984977932288,2,2,4
787835949455552512,2,0,2
787989253804425216,2,0,2
788007236505182209,2,0,2
788028469129121792,2,0,2
788083007416569856,2,0,2
788083321360220160,2,1,3
788090433746460672,2,0,2
788107036722622464,2,2,4
788127215611355136,2,1,3
788146254496800768,2,0,2
788159522430935040,2,0,2
788170486744178688,2,0,2
788171342189359108,2,0,2
788203295366012928,2,0,2
788222487318310912,2,3,5
788229524232122368,2,0,2
788264899826692096,2,0,2
788285091839668224,2,0,2
788309994181500928,2,0,2
788351726860529665,2,0,2
788352614656344064,2,0,2
788382021798158336,2,2,4
788388396427128832,2,1,3
788423061909286913,2,0,2
788450409547493377,2,0,2
788482305543184384,2,0,2
788489060247633920,2,0,2
788500118324469760,2,1,3
788543313255084032,2,2,4
788563350959513603,2,0,2
788582685581021184,2,1,3
788587879383588864,2,1,3
788647738934124544,2,0,2
788699801240084480,2,0,2
788711579969871872,2,0,2
788719576322306048,2,2,4
788722877730357249,2,1,3
788742704028975104,2,0,2
788751572410900481,2,0,2
788792685356253185,2,0,2
788799770252996610,2,0,2
788803008947556352,2,0,2
788834594292281344,2,0,2
788839530501505025,2,0,2
788855958541860864,2,1,3
788857857013796864,2,0,2
788870935214493700,2,1,3
788875453478146048,2,1,3
788889562026127360,2,2,4
788900018883141633,2,0,2
788946484993536001,2,0,2
788962153688465409,2,0,2
789014232885059584,2,0,2
789106227892609024,2,0,2
789131756997840896,2,1,3
789143874665013248,2,0,2
789167334413828097,2,0,2
789197629850734592,2,0,2
789229043455361024,2,1,3
789237706735824898,2,0,2
789238828473081856,2,0,2
789262380349919234,2,0,2
789263023357718528,2,0,2
789274615377821697,2,1,3
789283035107647488,2,0,2
789290299583496193,2,1,3
789332739707310080,2,0,2
789344351679807488,2,0,2
789397500125782016,2,0,2
789424757087281152,2,1,3
789467179066400768,2,0,2
789537417510420480,2,0,2
789567258301521921,2,1,3
789677364196151297,2,1,3
789677952707330049,2,0,2
789683974423646208,2,0,2
789758996500586497,2,0,2
789786183945555968,2,0,2
789843907156725761,2,0,2
789907375738200064,2,2,4
789910130519343104,2,0,2
789948626348806144,2,0,2
789949481865338880,2,0,2
789978012066451456,2,3,5
789991492282621953,2,0,2
790000439475499009,2,0,2
790057338598109184,2,0,2
790104521452249088,2,2,4
790181445125877760,2,0,2
790208018252169216,2,0,2
790210847305895938,2,0,2
790224701666762752,2,0,2
790241949974278144,2,0,2
790248943087214592,2,0,2
790287260205867009,2,1,3
790330198831009793,2,0,2
790332048774868992,2,0,2
790351474584907776,2,1,3
790376106360770560,2,0,2
790503431597334529,2,1,3
790542535609360384,2,0,2
790629590473576452,2,0,2
790647603482341376,2,1,3
790716169976176641,2,0,2
790716480723746817,2,0,2
790781142857199617,2,2,4
790879617167089664,2,0,2
790894608842534912,2,0,2
790978980610322433,2,0,2
791006653441187840,2,0,2
791083124553871360,2,0,2
791090750943440897,2,0,2
791093416805429248,2,0,2
791101806520795145,2,0,2
791140430859599874,2,0,2
791275173630599168,2,0,2
791278462887571457,2,1,3
791280646735794176,2,1,3
791303913232302080,2,0,2
791311721491226624,2,1,3
791321727892463616,2,0,2
791346231192739844,2,0,2
791419345863704576,2,0,2
791535569985605632,2,1,3
791716725347737600,2,0,2
791729170187423744,2,0,2
791776031048892420,2,0,2
791798669573894145,2,0,2
791853193017733120,2,0,2
791901397667065857,2,0,2
791926823164661760,2,0,2
791932112798494720,2,0,2
791936016521105408,2,0,2
791939370387255300,2,0,2
791941577987928064,2,0,2
792020859766603777,2,0,2
792023461493370880,2,0,2
792026553601429504,2,0,2
792028334620377088,2,0,2
792030853010522112,2,0,2
792066723633565697,2,0,2
792087170995646464,2,1,3
792143893001302016,2,0,2
792168168496115712,2,0,2
792196216419414017,2,0,2
792208232580128772,2,0,2
792309412711063554,2,1,3
792479315946409984,2,0,2
792516951155302400,2,0,2
792618388136796160,2,0,2
792733611200045056,2,2,4
792817519094407168,2,1,3
792829410219069440,2,0,2
792855156945723392,2,0,2
792859701193113600,2,0,2
792906569310670848,2,0,2
792910548279046144,2,0,2
792921686152650752,2,0,2
792943414702645249,2,0,2
792966372758216704,2,0,2
793116215896117248,2,1,3
793148462216773632,2,0,2
793167275989827584,2,0,2
793192935588257792,2,0,2
793198650642075652,2,1,3
793233817968476161,2,1,3
793244006956224512,2,0,2
793252797105991684,2,0,2
793469563300110336,2,0,2
793502653338775554,2,1,3
793531053902356482,2,0,2
793594092496130048,2,0,2
793678852669136896,2,0,2
793784909731102720,2,0,2
793894212685139968,2,0,2
793940467733794816,2,0,2
793954510590722048,2,0,2
793967939305308160,2,0,2
793971294282792960,2,0,2
793998321283190784,2,0,2
794053061043843072,2,0,2
794077393166225408,2,0,2
794094508782841856,2,0,2
794229472224387072,2,0,2
794247421706506240,2,0,2
794280252096782336,2,0,2
794292332845637632,2,0,2
794308208663752704,2,0,2
794341687724081153,2,0,2
794344327434469376,2,2,4
794348153365479429,2,0,2
794383258259689472,2,0,2
794531090967003136,2,0,2
794578634048536576,2,0,2
794603729269956608,2,0,2
794604144006926336,2,0,2
794622551594930176,2,1,3
794644949568344064,2,0,2
794670658751864833,2,1,3
794770372465926144,2,0,2
794801385594298368,2,0,2
794889909677019137,2,0,2
795322694791266304,2,0,2
795381069709266945,2,0,2
795605725598928896,2,0,2
795618355248033792,2,0,2
795637892257292288,2,0,2
795680013739851777,2,1,3
795786657245069314,2,0,2
795892689833250816,2,0,2
796002224560373760,2,1,3
796040559928320000,2,0,2
796079340685557760,2,0,2
796141355529441280,2,0,2
796198687882039296,2,0,2
796200048665227264,2,0,2
796217390015139840,2,0,2
796223958693445633,2,0,2
796300975858401281,2,2,4
796310647185297408,2,0,2
796316790179692544,2,0,2
796335679269642241,2,0,2
796341430071545856,2,0,2
796353452976680960,2,1,3
796366288138412032,2,0,2
796413161519902720,2,0,2
796417792924913664,2,0,2
796451053784862720,2,0,2
796454811357089792,2,3,5
796561703215529984,2,0,2
796682816302055424,2,0,2
796695912554856449,2,0,2
796706724065357824,2,0,2
796710032696078336,2,0,2
796715429817413636,2,1,3
796733131147640832,2,0,2
796735466510819328,2,0,2
796735697331912704,2,0,2
796774726014238720,2,2,4
796775807855099904,2,0,2
796784249722519552,2,2,4
796803674005794816,2,0,2
796821918296870912,2,2,4
796825952508473344,2,0,2
796828984814145537,2,1,3
796840357350633472,2,1,3
796909297473060864,2,1,3
796931857375961088,2,0,2
797035640391139328,2,1,3
797081319515811840,2,0,2
797136732995153920,2,0,2
797155036182630400,2,1,3
797204886018523136,2,0,2
797476962411417600,2,0,2
797480530602299392,2,0,2
797699520016564224,2,0,2
797722242390097920,2,0,2
797736295703285760,2,0,2
797817902929940480,2,1,3
797982486294827009,2,0,2
798086349316378624,2,1,3
798148181842239488,2,0,2
798186732575334400,2,0,2
798192343115403264,2,0,2
798227198729654272,2,1,3
798288079282905088,2,1,3
798315314840739840,2,0,2
798354569419886592,2,0,2
798368054698643457,2,2,4
798448993663533056,2,0,2
798623595526230017,2,0,2
798648941571022848,2,0,2
798732844805869568,2,2,4
798932635326107648,2,0,2
798962138505154560,2,1,3
799997020643688448,2,0,2
800135343953428480,2,0,2
800487435343785985,2,1,3
800767439361323008,2,0,2
801112734364532740,2,2,4
801136233695051776,2,1,3
801877229315756032,2,1,3
802142399300509698,2,2,4
802347323200126976,2,0,2
803594148276273152,2,0,2
803636890435874816,2,0,2
803673835820220417,2,1,3
803898255276994560,2,0,2
804120520098725890,2,1,3
804194296232558592,2,0,2
804918305538588672,2,0,2
805054643038552068,2,1,3
805556161701216256,2,0,2
805595032594087937,2,0,2
806160320658079744,2,0,2
807622153646411776,2,0,2
809495147046170624,2,1,3
812135885328236551,2,0,2
813941383241367552,2,1,3
1737,1,1,2
10221,1,3,4
10466,1,1,2
17673,1,0,1
20383,1,0,1
20503,1,0,1
34853,1,1,2
78213,1,3,4
458173,1,3,4
598583,1,3,4
620333,1,2,3
645043,1,2,3
673123,1,1,2
688273,1,1,2
709313,1,3,4
717133,1,2,3
725323,1,0,1
743493,1,1,2
754976,1,1,2
755086,1,1,2
755504,1,2,3
755703,1,0,1
758424,1,0,1
763300,1,3,4
772286,1,4,5
787169,1,1,2
795789,1,2,3
802225,1,0,1
811829,1,1,2
814304,1,0,1
818805,1,3,4
821978,1,1,2
936401,1,0,1
1010181,1,2,3
1039121,1,3,4
1049171,1,1,2
1062161,1,2,3
1137881,1,2,3
1164421,1,1,2
1192641,1,2,3
1219681,1,0,1
1270191,1,1,2
1325181,1,1,2
1337271,1,2,3
1402021,1,2,3
1483231,1,0,1
1520501,1,3,4
1550671,1,4,5
1586871,1,1,2
1652821,1,3,4
1676421,1,3,4
1681961,1,2,3
1691121,1,0,1
1711701,1,0,1
1731811,1,1,2
1746801,1,2,3
1772741,1,2,3
1787311,1,2,3
1790991,1,1,2
1826971,1,1,2
1827761,1,0,1
1965481,1,1,2
2020351,1,3,4
2038811,1,1,2
2139581,1,3,4
2274601,1,1,2
2317801,1,1,2
2471871,1,0,1
2682771,1,2,3
2719961,1,5,6
2881611,1,1,2
2890101,1,2,3
2896671,1,1,2
2910971,1,2,3
2974291,1,0,1
3007491,1,1,2
3015371,1,3,4
3101811,1,2,3
3287161,1,0,1
3349241,1,3,4
3371601,1,0,1
3487151,1,1,2
3649091,1,2,3
3669591,1,4,5
3744281,1,3,4
3883561,1,1,2
4078501,1,2,3
4099171,1,1,2
4212591,1,0,1
4429011,1,1,2
4830311,1,1,2
5353802,1,2,3
5357042,1,0,1
5406692,1,2,3
5438022,1,2,3
5511332,1,3,4
5513002,1,3,4
5526652,1,1,2
5570452,1,2,3
5618832,1,1,2
5659662,1,1,2
5698172,1,0,1
5729842,1,1,2
5749112,1,3,4
5818212,1,0,1
5862052,1,0,1
5879192,1,2,3
5910722,1,2,3
5912292,1,0,1
5980172,1,1,2
6019932,1,0,1
6045252,1,2,3
6091402,1,1,2
6093632,1,1,2
6108862,1,1,2
6122152,1,2,3
6122782,1,0,1
6160792,1,0,1
6164342,1,0,1
6247272,1,1,2
6265442,1,0,1
6268652,1,0,1
6272722,1,1,2
6361842,1,0,1
6375932,1,3,4
6413162,1,0,1
6413902,1,0,1
6425382,1,0,1
6429502,1,2,3
6453622,1,1,2
6529442,1,2,3
6547392,1,1,2
6627762,1,1,2
6649832,1,1,2
6699552,1,2,3
6701212,1,1,2
6729502,1,0,1
6792482,1,1,2
6804822,1,0,1
6810562,1,3,4
6907152,1,0,1
6967252,1,3,4
7006932,1,1,2
7010872,1,2,3
7027112,1,1,2
7059772,1,1,2
7068462,1,3,4
7092232,1,1,2
7114202,1,3,4
7115632,1,1,2
7132602,1,2,3
7181672,1,1,2
7213362,1,1,2
7240262,1,0,1
7244602,1,2,3
7259302,1,1,2
7333642,1,0,1
7352532,1,1,2
7381232,1,3,4
7386512,1,1,2
7395552,1,3,4
7418592,1,0,1
7471842,1,1,2
7477172,1,1,2
7497032,1,2,3
7530762,1,0,1
7572652,1,0,1
7600282,1,2,3
7673682,1,1,2
7701252,1,0,1
7703052,1,2,3
7720332,1,1,2
7729582,1,1,2
7749152,1,2,3
7764332,1,1,2
7777572,1,2,3
7848212,1,0,1
7851422,1,1,2
7886112,1,0,1
7892442,1,0,1
7920212,1,0,1
7953342,1,0,1
8011072,1,2,3
8107382,1,0,1
8114362,1,2,3
8172972,1,2,3
8249862,1,0,1
8251602,1,1,2
8273772,1,0,1
8395482,1,2,3
8440522,1,0,1
8444802,1,1,2
8472362,1,0,1
8474032,1,2,3
8474102,1,3,4
8483062,1,1,2
8519692,1,1,2
8551612,1,1,2
8556472,1,0,1
8558902,1,3,4
8668432,1,3,4
8689222,1,0,1
8690902,1,2,3
8723282,1,1,2
8819552,1,1,2
8835722,1,1,2
8931972,1,1,2
8941472,1,0,1
8973442,1,1,2
9032512,1,0,1
9073062,1,0,1
9176812,1,0,1
9188592,1,0,1
9191852,1,0,1
9251032,1,1,2
9263412,1,0,1
9297262,1,3,4
9349562,1,1,2
9466582,1,3,4
9478302,1,1,2
9507342,1,0,1
9596682,1,2,3
9607062,1,0,1
9611372,1,3,4
9620742,1,0,1
9630972,1,2,3
9642742,1,0,1
9735672,1,3,4
9749012,1,3,4
9786032,1,3,4
9840392,1,2,3
9945242,1,0,1
10001212,1,2,3
10102222,1,1,2
10136872,1,0,1
10160482,1,0,1
10191202,1,0,1
10254082,1,0,1
10306252,1,1,2
10322132,1,2,3
10323402,1,2,3
10416652,1,2,3
10430402,1,0,1
10448062,1,1,2
10501812,1,1,2
10529322,1,3,4
10544232,1,1,2
10568722,1,1,2
10647162,1,0,1
10670632,1,0,1
10673732,1,1,2
10701082,1,0,1
10753312,1,2,3
10776252,1,2,3
10825952,1,1,2
11012752,1,1,2
11016142,1,1,2
11036972,1,0,1
11040582,1,0,1
11073512,1,0,1
11228322,1,2,3
11314672,1,0,1
11323062,1,0,1
11324652,1,0,1
11344462,1,2,3
11345742,1,0,1
11391512,1,1,2
11392232,1,0,1
11445802,1,0,1
11592952,1,0,1
11640472,1,3,4
11648012,1,0,1
11670602,1,1,2
11682952,1,0,1
11754812,1,0,1
11761582,1,0,1
11797632,1,3,4
11798672,1,0,1
11848962,1,0,1
11862072,1,1,2
11876322,1,1,2
11921402,1,0,1
11922782,1,0,1
11972192,1,0,1
11985732,1,0,1
12004852,1,1,2
12065432,1,0,1
12201582,1,2,3
12253342,1,0,1
12316952,1,0,1
12423332,1,0,1
12434632,1,1,2
12435272,1,1,2
12470902,1,2,3
12498702,1,3,4
12530232,1,0,1
12621492,1,0,1
12636832,1,0,1
12691912,1,0,1
12708032,1,0,1
12733902,1,1,2
12799152,1,1,2
12834972,1,2,3
12842642,1,0,1
12864992,1,3,4
12922462,1,1,2
12961652,1,0,1
13060492,1,0,1
13072612,1,3,4
13077312,1,2,3
13086542,1,0,1
13102242,1,2,3
13115052,1,1,2
13130862,1,0,1
13171062,1,2,3
13179482,1,0,1
13185272,1,1,2
13195232,1,1,2
13234112,1,1,2
13283252,1,0,1
13320092,1,2,3
13415972,1,0,1
13431442,1,0,1
13450262,1,2,3
13463262,1,1,2
13493302,1,3,4
13540762,1,1,2
13575602,1,3,4
13586232,1,1,2
13604612,1,4,5
13707152,1,1,2
13744242,1,2,3
13786542,1,1,2
13846862,1,0,1
14053449,1,3,4
14068645,1,1,2
14075541,1,2,3
14083693,1,1,2
14087585,1,0,1
14087599,1,2,3
14098734,1,3,4
14099393,1,0,1
14101544,1,0,1
14102373,1,0,1
14107163,1,0,1
14109848,1,0,1
14110996,1,1,2
14111470,1,1,2
14115228,1,2,3
14116074,1,1,2
14118094,1,2,3
14119997,1,0,1
14120050,1,1,2
14120197,1,2,3
14123154,1,0,1
14133154,1,2,3
14133760,1,2,3
14138114,1,1,2
14139884,1,0,1
14148091,1,0,1
