user_id,n_fake_urls,n_fact_urls,n_total_urls
1932665167,137,1,138
1954759951,137,8,145
1957619118,137,1,138
2190330965,137,2,139
2823147779,137,3,140
3038290785,137,8,145
3320545346,137,14,151
3403326509,137,0,137
3403970817,137,5,142
3418210767,137,0,137
3689270355,137,7,144
3865675754,137,6,143
3951063106,137,3,140
4391005874,137,3,140
4556881220,137,8,145
4826817374,137,12,149
705595132666466304,137,3,140
707033823876354048,137,6,143
708792951187632128,137,5,142
713462091135459333,137,49,186
715914672285716480,137,6,143
719252405007687680,137,6,143
735880227486715904,137,11,148
737298327335751680,137,3,140
759050999847714816,137,9,146
781838159134896128,137,2,139
788900018883141633,137,0,137
14526784,136,4,140
19354935,136,6,142
44868806,136,2,138
57410167,136,21,157
62070111,136,11,147
98534609,136,19,155
116876382,136,18,154
125813890,136,2,138
148253367,136,2,138
163626482,136,9,145
196411725,136,3,139
215154964,136,6,142
233345828,136,11,147
291286514,136,1,137
306030860,136,5,141
311535208,136,3,139
427028916,136,4,140
429703285,136,10,146
464989725,136,0,136
512559415,136,3,139
527949804,136,0,136
546080350,136,0,136
613576506,136,6,142
634127491,136,2,138
708054361,136,0,136
855772064,136,11,147
856933050,136,2,138
912760646,136,6,142
940330454,136,2,138
1107331129,136,6,142
1144118802,136,10,146
2444272184,136,0,136
2470063062,136,2,138
2557331785,136,7,143
2701497017,136,0,136
2870008455,136,0,136
2904618659,136,1,137
2927548871,136,4,140
3108967589,136,7,143
3183748675,136,0,136
3251226162,136,1,137
4158949822,136,2,138
4200839013,136,9,145
4214758101,136,6,142
4368495913,136,4,140
4759303114,136,14,150
4840244240,136,8,144
4886730322,136,2,138
4918885219,136,6,142
703330948100788224,136,7,143
712736810661765120,136,1,137
722275037055729665,136,8,144
733750052183642112,136,2,138
734168909553766405,136,4,140
738949715224563713,136,0,136
744090713554460672,136,6,142
760259933451399169,136,7,143
761075928319406080,136,5,141
764859083107160064,136,0,136
13178042,135,2,137
14320187,135,8,143
18284893,135,10,145
18809276,135,2,137
27359464,135,5,140
48887254,135,6,141
77618639,135,3,138
87788325,135,4,139
109037040,135,0,135
209111938,135,0,135
219983463,135,2,137
236905553,135,8,143
242499111,135,3,138
331216423,135,2,137
359770097,135,6,141
377474863,135,1,136
380227478,135,3,138
393048573,135,4,139
451491354,135,1,136
463858467,135,16,151
482788403,135,6,141
525965449,135,1,136
608305135,135,1,136
930881228,135,11,146
1117210608,135,2,137
1191624822,135,1,136
1551435109,135,10,145
2179492525,135,0,135
2325703076,135,1,136
2369216078,135,10,145
2572033740,135,11,146
2609806866,135,2,137
2832236690,135,4,139
2924925248,135,4,139
3068847794,135,6,141
3421352872,135,2,137
4068198615,135,3,138
4827369582,135,0,135
4906918580,135,1,136
713134184102014976,135,2,137
716643597827883013,135,9,144
728296633411108865,135,14,149
728665240187981825,135,2,137
737049621411692545,135,13,148
738314762686201856,135,3,138
757948287953448960,135,3,138
758009417111576577,135,5,140
758874860453974017,135,0,135
763155212596973568,135,4,139
765707237239119872,135,8,143
784912148891856898,135,8,143
39182645,134,4,138
61842118,134,6,140
71545482,134,11,145
149636671,134,8,142
159097782,134,2,136
160194130,134,1,135
168524035,134,21,155
219831968,134,3,137
261502286,134,0,134
261736294,134,12,146
272114850,134,4,138
338819390,134,5,139
413430640,134,5,139
480506272,134,2,136
531792834,134,2,136
722127506,134,1,135
947658558,134,9,143
1305192181,134,2,136
1363449445,134,3,137
1902827713,134,8,142
2254109526,134,2,136
2294472116,134,2,136
2382696936,134,12,146
2437399645,134,0,134
2760050529,134,9,143
2794812876,134,8,142
3060388144,134,5,139
3167923560,134,3,137
3185230166,134,15,149
3276956724,134,4,138
3431102181,134,1,135
3945784187,134,8,142
4447613913,134,11,145
4737842607,134,5,139
4807196297,134,11,145
4829147098,134,11,145
4845420380,134,78,212
4862370040,134,5,139
705510421265043456,134,7,141
706583253205909504,134,5,139
707262499066785793,134,7,141
723191297301860352,134,2,136
730446841008001024,134,68,202
746116280856514560,134,2,136
757334805834981376,134,6,140
797603957476589568,134,0,134
798943309225988096,134,1,135
16274668,133,7,140
17013467,133,4,137
22237401,133,3,136
22984882,133,6,139
23029464,133,11,144
26499202,133,0,133
43232530,133,5,138
59726061,133,0,133
70477603,133,9,142
98764683,133,4,137
122819549,133,3,136
135990201,133,1,134
145383915,133,2,135
146510317,133,1,134
170597868,133,2,135
179864153,133,5,138
216172986,133,7,140
223989188,133,17,150
228118184,133,5,138
419256844,133,11,144
557840546,133,4,137
572847319,133,1,134
706265673,133,11,144
1085762119,133,1,134
1408166352,133,0,133
1526553212,133,3,136
1607390360,133,9,142
1935424308,133,5,138
2149356768,133,0,133
2181767526,133,1,134
2315896393,133,1,134
2763007723,133,2,135
2799966304,133,0,133
2861342065,133,5,138
2883695266,133,4,137
2950496525,133,17,150
3013830860,133,1,134
3229528586,133,0,133
3298684151,133,7,140
3313514424,133,5,138
3434990301,133,2,135
3676047863,133,4,137
4267175567,133,6,139
4443696733,133,3,136
4856642956,133,11,144
711338845099282432,133,0,133
711368248848211968,133,8,141
720920519269179392,133,0,133
733733770680016901,133,8,141
759463089448230914,133,5,138
769051888486604800,133,4,137
784829417168207873,133,5,138
13525402,132,1,133
16364699,132,9,141
23956022,132,4,136
27951857,132,2,134
28161086,132,5,137
32466500,132,2,134
33317438,132,11,143
37361963,132,3,135
47687096,132,1,133
50679073,132,5,137
72529640,132,0,132
293558725,132,8,140
526632149,132,7,139
542997188,132,7,139
568771863,132,1,133
715044396,132,16,148
718981142,132,10,142
1141336530,132,2,134
1252826672,132,9,141
1941614930,132,4,136
2288898117,132,2,134
2525675331,132,3,135
2721267708,132,0,132
2733386649,132,2,134
2784100399,132,8,140
2845849081,132,1,133
2903064759,132,0,132
2972993838,132,4,136
3129047341,132,3,135
3169649371,132,3,135
3304796160,132,3,135
3399869637,132,11,143
4122056133,132,6,138
4736799939,132,3,135
4813881008,132,5,137
4888526439,132,5,137
4924217224,132,10,142
702990664829681665,132,2,134
705425662304247808,132,11,143
713843863778172928,132,3,135
725776399139770368,132,11,143
741420007876395008,132,5,137
745451996983885825,132,4,136
781803414606884864,132,4,136
790295182662995968,132,2,134
53874609,131,3,134
88861017,131,4,135
93067638,131,4,135
138713188,131,3,134
173249499,131,3,134
227474177,131,14,145
235672285,131,7,138
238962950,131,1,132
249328041,131,1,132
286210015,131,2,133
345016326,131,6,137
403695489,131,6,137
403709229,131,6,137
473279639,131,5,136
510120656,131,12,143
721421795,131,6,137
955062331,131,0,131
1258161890,131,1,132
2407411801,131,8,139
2567327096,131,2,133
2804480622,131,1,132
3044596275,131,4,135
3077426913,131,2,133
3252457706,131,5,136
3609952274,131,10,141
3621289632,131,2,133
3624648676,131,3,134
4100525847,131,0,131
4258194688,131,11,142
4614305539,131,1,132
4759057768,131,113,244
4903050937,131,2,133
4910496196,131,7,138
700760229051379713,131,3,134
704470380690456579,131,9,140
706955785280983040,131,5,136
716352577256837120,131,7,138
718808839236116480,131,2,133
726791925487915008,131,2,133
732298151382663170,131,0,131
734556260796932097,131,2,133
739939225852747777,131,2,133
742089536939929600,131,6,137
748336266106671104,131,18,149
752311572622606336,131,2,133
753632625072431104,131,0,131
755547494369660928,131,1,132
759149064470474754,131,7,138
786259108936552448,131,1,132
799095285721010176,131,0,131
14346664,130,4,134
16226605,130,7,137
18832833,130,4,134
27746796,130,3,133
30938516,130,4,134
47573602,130,5,135
60771299,130,0,130
124896632,130,27,157
125042858,130,1,131
144265513,130,2,132
172344918,130,0,130
174963040,130,1,131
179598231,130,0,130
200988802,130,3,133
262522708,130,4,134
372559286,130,5,135
384538391,130,5,135
483133119,130,0,130
517501612,130,23,153
525652918,130,4,134
525678506,130,0,130
531806071,130,3,133
537021282,130,0,130
807990584,130,2,132
851674140,130,5,135
861868506,130,8,138
891832680,130,3,133
929430463,130,1,131
1539095702,130,1,131
1700309780,130,0,130
2315414166,130,4,134
2650075664,130,4,134
2843980425,130,2,132
3050068869,130,8,138
3315630181,130,7,137
4405711588,130,3,133
4472374217,130,0,130
4503128412,130,7,137
4818060021,130,3,133
710280307195387906,130,6,136
724742529267064833,130,4,134
733438971859107840,130,4,134
738908828129984512,130,1,131
753450025515036672,130,2,132
757291789556461569,130,6,136
769557895872589825,130,1,131
772142974255833088,130,25,155
772856434362953728,130,1,131
16482165,129,5,134
21282485,129,6,135
46931193,129,0,129
71626954,129,10,139
81438841,129,9,138
91736511,129,1,130
200327576,129,2,131
260573709,129,5,134
311663803,129,27,156
325880081,129,10,139
359524918,129,4,133
813930560,129,0,129
1016153754,129,9,138
1470713024,129,7,136
1932657667,129,0,129
2365305244,129,7,136
2916269776,129,6,135
3680833583,129,10,139
3761843294,129,4,133
3921906322,129,3,132
4824106473,129,1,130
4871364018,129,0,129
712396720148099072,129,5,134
720116425852108800,129,1,130
725057007967936514,129,9,138
733141836743630849,129,3,132
754506286826389504,129,9,138
756988954755395584,129,3,132
758720861167812608,129,2,131
785254322669924353,129,2,131
786329417261780992,129,1,130
13026532,128,0,128
15258794,128,3,131
19374918,128,6,134
21400889,128,12,140
24456834,128,0,128
25782041,128,8,136
26243227,128,1,129
38811048,128,14,142
45574526,128,4,132
49099638,128,2,130
59241915,128,31,159
141016227,128,16,144
208275450,128,1,129
233612550,128,0,128
262148185,128,5,133
299893741,128,11,139
305305516,128,5,133
353009825,128,5,133
381308128,128,3,131
408304057,128,2,130
562372370,128,0,128
628789551,128,6,134
793744861,128,6,134
796191410,128,5,133
1008492163,128,4,132
1144593456,128,1,129
1314250814,128,0,128
1461779965,128,1,129
1692555433,128,2,130
2260694347,128,2,130
2330101823,128,8,136
2568977460,128,0,128
2715307940,128,3,131
2859702526,128,19,147
2916058482,128,0,128
2936477807,128,4,132
3314267340,128,0,128
3368013315,128,3,131
3449527579,128,17,145
3898667473,128,2,130
4665140534,128,5,133
4830435670,128,1,129
4926495803,128,9,137
709778631543787520,128,9,137
736421819062714368,128,1,129
745319037677211652,128,9,137
746367431388585984,128,11,139
750438537833619457,128,7,135
758788609415655424,128,8,136
760210231859130369,128,4,132
768600209056145409,128,2,130
769240951604772864,128,4,132
780739270663294976,128,4,132
791149260054138880,128,2,130
18587394,127,5,132
23332368,127,6,133
24787367,127,10,137
29519474,127,1,128
32639160,127,2,129
35500378,127,1,128
53119816,127,2,129
55935057,127,3,130
74236071,127,7,134
116473390,127,11,138
144575406,127,1,128
150091920,127,33,160
160237390,127,2,129
166362103,127,6,133
182366037,127,0,127
261042326,127,1,128
275690545,127,1,128
369312255,127,7,134
502116444,127,3,130
525857535,127,1,128
601930683,127,8,135
708309848,127,83,210
720045069,127,8,135
731700746,127,12,139
757616784,127,4,131
1258767608,127,1,128
1531974344,127,3,130
1653887586,127,6,133
1668265830,127,3,130
2242866050,127,8,135
2457553466,127,0,127
2727716160,127,0,127
2734747239,127,5,132
2896297893,127,3,130
2952719616,127,4,131
3234363207,127,0,127
3247965726,127,14,141
3314529347,127,18,145
3319032103,127,5,132
3409704381,127,0,127
3448960215,127,5,132
4028788342,127,1,128
4329921207,127,2,129
4762924158,127,5,132
700386430510497792,127,5,132
707640739677732864,127,6,133
709560846163296257,127,0,127
725324464410513414,127,7,134
730591930044710913,127,0,127
734851163166801920,127,1,128
757098405109780484,127,7,134
785668743191945216,127,2,129
786704913447395328,127,4,131
789945249728716800,127,0,127
791151679785828352,127,0,127
14613185,126,3,129
17112868,126,0,126
22719839,126,8,134
39188067,126,5,131
41830267,126,3,129
58280294,126,1,127
93514317,126,2,128
134126795,126,1,127
171570249,126,0,126
175828319,126,1,127
272499767,126,5,131
280027618,126,0,126
297709580,126,0,126
382295125,126,9,135
458542982,126,6,132
503603307,126,12,138
574822364,126,9,135
584350121,126,1,127
625122575,126,0,126
824754061,126,1,127
921994520,126,12,138
1361076439,126,10,136
1543640652,126,0,126
1706302074,126,3,129
2197106143,126,238,364
2444802146,126,1,127
2444984626,126,7,133
2450197100,126,0,126
2584212787,126,7,133
2612313356,126,0,126
2659968157,126,3,129
2803637097,126,1,127
2859137916,126,1,127
3031773999,126,1,127
3201789399,126,6,132
3313865923,126,2,128
4223251997,126,4,130
4459753935,126,16,142
4716237802,126,0,126
708098284473204736,126,32,158
708496183187013632,126,3,129
709280891420278785,126,6,132
722310280068276225,126,1,127
725901134385172481,126,5,131
736750781093707776,126,6,132
737902528264863744,126,0,126
743216873924235264,126,5,131
744889901267755008,126,15,141
754540404708696064,126,5,131
760180496995266560,126,2,128
762821534662664192,126,4,130
765286320151359495,126,0,126
792785656825073665,126,0,126
17545469,125,22,147
27903560,125,6,131
46260456,125,5,130
54935632,125,11,136
56838981,125,3,128
57603422,125,9,134
66833170,125,13,138
69032114,125,11,136
77866644,125,0,125
146107827,125,1,126
199493444,125,9,134
276356796,125,5,130
305120082,125,2,127
348667672,125,5,130
425171276,125,3,128
488060497,125,2,127
497031544,125,1,126
526463447,125,6,131
532779124,125,3,128
630618358,125,0,125
635862661,125,7,132
763653342,125,0,125
808152564,125,0,125
899016632,125,3,128
930245052,125,8,133
1164705565,125,15,140
1499413717,125,9,134
1668588985,125,3,128
1918114236,125,0,125
2291620530,125,7,132
2314379118,125,0,125
2494833214,125,0,125
2531015528,125,2,127
2555668158,125,5,130
2671630338,125,1,126
3026830124,125,0,125
3115507285,125,2,127
3135324675,125,3,128
3157366293,125,0,125
3407994333,125,3,128
4180433547,125,2,127
4184864894,125,1,126
4503215594,125,10,135
4586494518,125,5,130
4857314939,125,7,132
4858916014,125,4,129
702649250027536385,125,6,131
707595152307703808,125,1,126
708633916526170113,125,7,132
710971439185170432,125,4,129
712121038859935745,125,2,127
715384988246675456,125,6,131
733828747690811392,125,30,155
758897050058534912,125,2,127
782594501239971841,125,3,128
783021231683477504,125,5,130
795915985106649088,125,1,126
796575993418973184,125,0,125
2182041,124,3,127
17225430,124,14,138
17756112,124,1,125
27767395,124,4,128
58903312,124,0,124
60744705,124,12,136
66598468,124,0,124
84940229,124,5,129
108475786,124,8,132
110978799,124,4,128
133277230,124,4,128
154108144,124,12,136
207271383,124,4,128
261721090,124,1,125
296867794,124,7,131
309686668,124,0,124
310255632,124,3,127
316991323,124,0,124
334923393,124,10,134
416585874,124,4,128
533074865,124,8,132
606507498,124,1,125
637220816,124,2,126
770874362,124,3,127
909448512,124,9,133
1116671676,124,0,124
1250419446,124,9,133
1855170788,124,0,124
1857282618,124,0,124
2193305060,124,1,125
2351934614,124,1,125
2366303900,124,10,134
2450740651,124,6,130
2571872893,124,9,133
2824812649,124,1,125
2853516157,124,1,125
2890165361,124,5,129
2913088509,124,2,126
2958201126,124,6,130
2958832497,124,4,128
2997507926,124,3,127
3540252020,124,4,128
3884205253,124,3,127
4228937179,124,0,124
4342659921,124,1,125
4686555463,124,6,130
4925767476,124,26,150
733082917115568128,124,0,124
736064322242154496,124,3,127
736291160688201728,124,6,130
757842087542829057,124,1,125
759120478413942788,124,4,128
763963678274138112,124,6,130
780085194317557760,124,0,124
783509913246904321,124,8,132
791506470550564864,124,1,125
14055791,123,2,125
14218572,123,4,127
19317371,123,6,129
20010422,123,3,126
26357999,123,0,123
39878846,123,0,123
45920157,123,3,126
47046643,123,0,123
73099200,123,1,124
75080436,123,0,123
78364244,123,1,124
114558569,123,0,123
141933129,123,4,127
155651563,123,8,131
161937367,123,1,124
221663722,123,0,123
249504637,123,5,128
251010753,123,4,127
293745809,123,5,128
373510298,123,1,124
423820604,123,10,133
538182130,123,5,128
606504150,123,11,134
918295123,123,1,124
929882659,123,8,131
1409552341,123,0,123
1518558894,123,0,123
2147629573,123,4,127
2319339266,123,5,128
2597205728,123,1,124
2869618861,123,4,127
2973318457,123,4,127
3005444436,123,0,123
3106208237,123,1,124
3244665439,123,0,123
3366943366,123,0,123
3433590633,123,2,125
3663025166,123,36,159
4529656273,123,7,130
4827698474,123,2,125
4828339398,123,5,128
4904455246,123,0,123
700772748705079296,123,2,125
702229568812412929,123,4,127
704411060485406721,123,3,126
738203112255586308,123,2,125
744533399323447296,123,2,125
755127495775625216,123,2,125
758830577663418372,123,1,124
767512991617130500,123,8,131
770681636874772480,123,0,123
780882356315971584,123,4,127
25083002,122,0,122
29118781,122,1,123
36775124,122,0,122
44522992,122,0,122
45450902,122,11,133
61305465,122,7,129
79523499,122,7,129
86940495,122,0,122
145285683,122,7,129
203560167,122,0,122
214305431,122,2,124
223932036,122,5,127
279167748,122,6,128
286349282,122,12,134
333315861,122,3,125
357232722,122,193,315
366374544,122,23,145
392848910,122,0,122
413765264,122,6,128
480500298,122,3,125
593845824,122,3,125
612214031,122,7,129
777220417,122,2,124
1188145430,122,7,129
1434060954,122,4,126
1471218535,122,5,127
1514534004,122,6,128
1595125903,122,4,126
1654258802,122,9,131
2157061574,122,66,188
2250489164,122,0,122
2330468346,122,1,123
2581320411,122,12,134
2763414210,122,3,125
2783538092,122,0,122
2914375985,122,0,122
2915698086,122,6,128
3034782866,122,7,129
3151620258,122,3,125
3214757596,122,1,123
3291902538,122,8,130
3409782221,122,10,132
3507169515,122,14,136
4085974457,122,2,124
4443429972,122,3,125
4851343726,122,3,125
4896177359,122,0,122
702937453934583808,122,0,122
730594503816417281,122,2,124
746024155695452160,122,7,129
755893080373366784,122,4,126
779123918648901632,122,2,124
806288502476382208,122,4,126
14535521,121,2,123
16074465,121,2,123
16154692,121,1,122
19533349,121,1,122
21111097,121,0,121
23659863,121,0,121
29136429,121,11,132
41883456,121,6,127
44417425,121,3,124
67426597,121,1,122
118854577,121,6,127
129940576,121,5,126
215112498,121,4,125
286025358,121,0,121
319276183,121,8,129
372572992,121,0,121
374826129,121,14,135
396231754,121,6,127
526427083,121,0,121
598549298,121,6,127
704306828,121,3,124
755266896,121,1,122
919582351,121,0,121
994902187,121,6,127
1013796373,121,3,124
1029432889,121,0,121
1056388153,121,3,124
1093277930,121,6,127
1119695227,121,2,123
1921932272,121,18,139
1950315650,121,24,145
2189164824,121,1,122
2341462998,121,21,142
2389413932,121,0,121
2854969384,121,1,122
2894919166,121,0,121
3163653229,121,2,123
3302153561,121,11,132
3315464599,121,2,123
3735801916,121,3,124
3947638457,121,5,126
4183085298,121,8,129
4228788018,121,8,129
4840654073,121,6,127
4879397523,121,5,126
703028439465365504,121,15,136
707025944389681152,121,4,125
719594033752993792,121,1,122
721992744210550784,121,8,129
732223000880123904,121,0,121
736412037111156738,121,2,123
758506186673094656,121,4,125
760581860015673344,121,5,126
773970968075235328,121,4,125
779329104906629120,121,5,126
785896490497613825,121,3,124
792479813319598080,121,0,121
793506245743349762,121,0,121
14189931,120,11,131
16043205,120,11,131
22040193,120,4,124
23047147,120,4,124
23444554,120,4,124
27179975,120,2,122
38272228,120,3,123
42135344,120,0,120
44377087,120,8,128
82620556,120,0,120
113721074,120,5,125
121962354,120,7,127
146344101,120,2,122
154154649,120,0,120
179871513,120,0,120
266262341,120,1,121
308130306,120,3,123
348094373,120,3,123
349445673,120,2,122
350261087,120,7,127
526610167,120,10,130
573692319,120,3,123
827214126,120,11,131
858993643,120,12,132
930346952,120,11,131
1119299306,120,9,129
1140425539,120,0,120
1206161593,120,4,124
2149437525,120,0,120
2350676532,120,1,121
2352127176,120,7,127
3001649164,120,2,122
3028974489,120,0,120
3177200475,120,11,131
3232977036,120,8,128
3294627524,120,0,120
3309884754,120,14,134
3413144536,120,2,122
3648811994,120,4,124
3905905514,120,21,141
4098378197,120,2,122
4240514358,120,1,121
4499507385,120,0,120
4600705881,120,12,132
4611417263,120,2,122
4711842672,120,0,120
4776253104,120,7,127
4876515362,120,2,122
705467048306933760,120,2,122
709451112739262465,120,5,125
711031138173587456,120,12,132
715286343023267841,120,5,125
720543755594432512,120,0,120
722789468831395840,120,4,124
738093895309893632,120,0,120
743181738801762308,120,6,126
749781667485655041,120,0,120
15736890,119,2,121
16974310,119,7,126
29534413,119,3,122
30067563,119,3,122
34089686,119,2,121
43033837,119,3,122
45377352,119,10,129
47173527,119,7,126
48160300,119,2,121
51096249,119,3,122
56512634,119,1,120
87510427,119,4,123
92752327,119,4,123
96883376,119,1,120
102816266,119,5,124
121171999,119,5,124
125304610,119,10,129
160707380,119,2,121
165710347,119,2,121
258102381,119,4,123
291405304,119,3,122
311140916,119,4,123
311925651,119,4,123
326003769,119,3,122
329939178,119,4,123
331175010,119,0,119
342289303,119,14,133
358425249,119,0,119
371422784,119,6,125
426999530,119,12,131
429429068,119,7,126
452258843,119,0,119
607039851,119,7,126
609546191,119,4,123
724833043,119,3,122
733920601,119,1,120
973615898,119,2,121
1500492770,119,1,120
1679672113,119,6,125
1863145748,119,1,120
1928409378,119,2,121
2273723534,119,2,121
2541253285,119,7,126
2567146231,119,7,126
2828210702,119,7,126
2986104832,119,7,126
2997593358,119,7,126
3010465214,119,4,123
3018140491,119,4,123
3149734677,119,0,119
3228455198,119,6,125
3292911462,119,6,125
3639087436,119,2,121
3643236509,119,2,121
4185143260,119,3,122
4758446941,119,6,125
4837973643,119,3,122
699774854111821824,119,4,123
700516640752971776,119,0,119
705607680145149952,119,3,122
709428021200084992,119,11,130
717761952311717889,119,6,125
747480363371499520,119,11,130
748548238563639296,119,3,122
785187503544295424,119,7,126
14132525,118,0,118
15735034,118,3,121
24782816,118,9,127
28037002,118,2,120
32497478,118,8,126
32550356,118,6,124
33585235,118,0,118
34530133,118,4,122
38174481,118,0,118
43493363,118,7,125
49346997,118,1,119
59380474,118,3,121
69163320,118,2,120
69585681,118,8,126
110496780,118,2,120
130977700,118,6,124
152710885,118,0,118
160000354,118,0,118
180810321,118,2,120
189486699,118,4,122
229732637,118,8,126
244900398,118,28,146
245605402,118,0,118
299097281,118,5,123
361989594,118,3,121
381555566,118,6,124
400142857,118,3,121
426290352,118,8,126
454570392,118,4,122
466183294,118,6,124
467231947,118,5,123
471062544,118,10,128
525726943,118,7,125
532457531,118,1,119
548684837,118,5,123
635938883,118,2,120
846009488,118,1,119
915137490,118,6,124
1401452395,118,0,118
1679279490,118,9,127
2161787000,118,3,121
2293109486,118,8,126
2374048657,118,10,128
2492333083,118,2,120
2585808948,118,1,119
3098348408,118,1,119
3189317230,118,7,125
3286910690,118,4,122
3301991237,118,1,119
3307512417,118,9,127
3438546789,118,7,125
4046848545,118,2,120
4411076609,118,4,122
4568880935,118,1,119
4707710115,118,3,121
4871418692,118,8,126
705187111981465600,118,11,129
732803095911104514,118,8,126
735339050278760450,118,0,118
738873561666879489,118,2,120
742396324969127936,118,2,120
743166519157227520,118,4,122
744856868888141824,118,1,119
773728070897467396,118,7,125
777622223863418880,118,6,124
783408079836700672,118,10,128
17741986,117,2,119
25922632,117,1,118
32389958,117,8,125
32877018,117,3,120
36138008,117,6,123
46009249,117,2,119
47876739,117,7,124
49785617,117,6,123
51795266,117,0,117
60089996,117,3,120
65120853,117,16,133
69391389,117,3,120
108463543,117,11,128
113423108,117,4,121
180965632,117,18,135
203593704,117,1,118
274667122,117,0,117
299046498,117,4,121
313246522,117,0,117
315461934,117,3,120
320267399,117,0,117
353426909,117,1,118
358892210,117,5,122
378889645,117,0,117
416981394,117,1,118
530935695,117,6,123
549600704,117,11,128
578509298,117,1,118
750090764,117,2,119
860854063,117,0,117
993249000,117,7,124
1034971032,117,1,118
1379501748,117,5,122
1554095036,117,0,117
1960909944,117,6,123
2153342610,117,7,124
2162983369,117,28,145
2211112023,117,5,122
2270414820,117,9,126
2329701019,117,4,121
2367370628,117,5,122
2419491810,117,0,117
2494237140,117,8,125
2598109296,117,4,121
2600578123,117,0,117
2658891288,117,8,125
2712326760,117,4,121
2712763860,117,2,119
2732152523,117,1,118
3087340352,117,3,120
3103508387,117,2,119
3110905846,117,1,118
3243328102,117,1,118
3269250990,117,7,124
3433271854,117,2,119
3446784017,117,7,124
3506866154,117,0,117
3642461540,117,0,117
3961106899,117,0,117
4043345250,117,1,118
4077660797,117,7,124
4100919203,117,0,117
4894936756,117,5,122
702492434857590784,117,5,122
705433853289082880,117,5,122
711369647598141440,117,2,119
715198069575327744,117,4,121
729022640313106432,117,2,119
731608385645318144,117,2,119
738452826494533632,117,2,119
742122569755693056,117,5,122
747663887969955840,117,3,120
783696351645151232,117,2,119
789470414972092416,117,3,120
14800131,116,7,123
20209042,116,2,118
22261699,116,2,118
22626807,116,0,116
25455235,116,7,123
27463702,116,10,126
32151367,116,0,116
33059689,116,3,119
35606154,116,65,181
46430292,116,1,117
59344493,116,5,121
60420690,116,12,128
67198790,116,0,116
71007826,116,3,119
120544074,116,12,128
121240525,116,11,127
138320520,116,1,117
139768199,116,8,124
152007388,116,3,119
176657599,116,5,121
192308563,116,6,122
239432753,116,2,118
244826844,116,7,123
342955623,116,0,116
433417278,116,7,123
530984698,116,1,117
531668387,116,4,120
575648685,116,2,118
735101078,116,1,117
750239178,116,11,127
852011923,116,2,118
863569338,116,2,118
1383470294,116,4,120
1423540242,116,0,116
1665551456,116,2,118
2338823611,116,3,119
2340899358,116,2,118
2757042696,116,0,116
2789007712,116,5,121
2812638431,116,7,123
2975093116,116,5,121
3022045469,116,5,121
3106279168,116,2,118
3111670868,116,4,120
3174127245,116,5,121
3231834818,116,3,119
3390214067,116,3,119
3519657916,116,6,122
3528516439,116,0,116
3695704812,116,3,119
4659376637,116,5,121
4839972555,116,0,116
709165943297937409,116,7,123
714502162852741121,116,5,121
721888030932336640,116,3,119
734531488214089728,116,0,116
742137549263536128,116,0,116
749069182826754048,116,3,119
751242415911075840,116,1,117
756195379549446144,116,0,116
19615940,115,5,120
27725668,115,4,119
34822048,115,9,124
36494299,115,2,117
36792190,115,8,123
40691581,115,4,119
40711067,115,11,126
44085758,115,0,115
57058641,115,8,123
69921766,115,3,118
123476324,115,1,116
129314386,115,6,121
146659588,115,1,116
154236193,115,20,135
181574946,115,3,118
184722910,115,2,117
224732878,115,5,120
234497162,115,0,115
241803028,115,6,121
248760067,115,2,117
320999960,115,9,124
345112635,115,1,116
349027514,115,13,128
384434800,115,1,116
386331159,115,20,135
531581044,115,0,115
560408595,115,3,118
563056473,115,7,122
602426326,115,0,115
719691159,115,5,120
744920442,115,8,123
795870090,115,6,121
947994470,115,0,115
1177491776,115,2,117
1191313830,115,9,124
1355433163,115,0,115
1451654041,115,1,116
1529340344,115,3,118
1659405564,115,5,120
1701698635,115,1,116
1719525565,115,1,116
2349012840,115,4,119
2931232017,115,1,116
3436173213,115,6,121
3646190173,115,8,123
3743853674,115,1,116
3835451007,115,0,115
3961381816,115,0,115
4242824480,115,6,121
4411875801,115,2,117
4426650435,115,2,117
4538011588,115,6,121
716054156767678464,115,1,116
724723834994208768,115,6,121
729950129923489792,115,8,123
742419834986725376,115,1,116
761207175922520064,115,3,118
766205722937921536,115,6,121
796310647185297408,115,0,115
16673688,114,2,116
19658674,114,1,115
21508174,114,1,115
37020028,114,16,130
47440762,114,2,116
64114176,114,5,119
67326212,114,9,123
72777391,114,3,117
87835772,114,8,122
104240343,114,15,129
118708596,114,1,115
237893634,114,0,114
243777506,114,1,115
262800088,114,6,120
264333941,114,9,123
283455112,114,10,124
293795974,114,14,128
306724690,114,0,114
330643630,114,3,117
330799343,114,4,118
343656851,114,2,116
386746916,114,3,117
389597423,114,7,121
394272436,114,6,120
457566485,114,4,118
474066334,114,1,115
484801775,114,1,115
551305411,114,3,117
574305212,114,0,114
887569722,114,7,121
1089851852,114,3,117
1884893365,114,0,114
1890976934,114,18,132
2255983068,114,8,122
2468062698,114,0,114
2695613960,114,1,115
2766239923,114,1,115
3048787503,114,5,119
3091637038,114,10,124
3092878870,114,3,117
3156705035,114,14,128
3237146698,114,4,118
3306718654,114,0,114
3311748530,114,6,120
3379172271,114,1,115
3503962453,114,6,120
3517723337,114,9,123
3899269515,114,7,121
3906820392,114,3,117
3951302129,114,4,118
3952418663,114,4,118
